   Time[sec]         u[ft/s]           v[ft/s]           w[ft/s]           p[rad/s]          q[rad/s]          r[rad/s]          x[ft]             y[ft]             z[ft]             alpha[deg]        beta[deg]         phi[deg]          psi[deg]          eo                e1            
   2.539300000E+02   6.330108143E+02   0.000000000E+00   3.531567687E+01   0.000000000E+00  -5.669837628E-07   0.000000000E+00   1.609923568E+05   0.000000000E+00  -1.500000172E+04   3.193221611E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114530E-01   0.000000000E+00
   2.539400000E+02   6.330108076E+02   0.000000000E+00   3.531567667E+01   0.000000000E+00  -5.678538561E-07   0.000000000E+00   1.609986968E+05   0.000000000E+00  -1.500000186E+04   3.193221627E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114531E-01   0.000000000E+00
   2.539500000E+02   6.330108008E+02   0.000000000E+00   3.531567647E+01   0.000000000E+00  -5.687236427E-07   0.000000000E+00   1.610050368E+05   0.000000000E+00  -1.500000201E+04   3.193221642E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114531E-01   0.000000000E+00
   2.539600000E+02   6.330107941E+02   0.000000000E+00   3.531567626E+01   0.000000000E+00  -5.695931224E-07   0.000000000E+00   1.610113767E+05   0.000000000E+00  -1.500000215E+04   3.193221658E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114532E-01   0.000000000E+00
   2.539700000E+02   6.330107874E+02   0.000000000E+00   3.531567606E+01   0.000000000E+00  -5.704622947E-07   0.000000000E+00   1.610177167E+05   0.000000000E+00  -1.500000229E+04   3.193221674E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114533E-01   0.000000000E+00
   2.539800000E+02   6.330107806E+02   0.000000000E+00   3.531567586E+01   0.000000000E+00  -5.713311595E-07   0.000000000E+00   1.610240566E+05   0.000000000E+00  -1.500000243E+04   3.193221689E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114534E-01   0.000000000E+00
   2.539900000E+02   6.330107739E+02   0.000000000E+00   3.531567565E+01   0.000000000E+00  -5.721997163E-07   0.000000000E+00   1.610303966E+05   0.000000000E+00  -1.500000257E+04   3.193221705E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114535E-01   0.000000000E+00
   2.540000000E+02   6.330107672E+02   0.000000000E+00   3.531567545E+01   0.000000000E+00  -5.730679648E-07   0.000000000E+00   1.610367365E+05   0.000000000E+00  -1.500000271E+04   3.193221720E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114535E-01   0.000000000E+00
   2.540100000E+02   6.330107605E+02   0.000000000E+00   3.531567525E+01   0.000000000E+00  -5.739359046E-07   0.000000000E+00   1.610430765E+05   0.000000000E+00  -1.500000286E+04   3.193221736E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114536E-01   0.000000000E+00
   2.540200000E+02   6.330107537E+02   0.000000000E+00   3.531567504E+01   0.000000000E+00  -5.748035356E-07   0.000000000E+00   1.610494164E+05   0.000000000E+00  -1.500000300E+04   3.193221751E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114537E-01   0.000000000E+00
   2.540300000E+02   6.330107470E+02   0.000000000E+00   3.531567484E+01   0.000000000E+00  -5.756708573E-07   0.000000000E+00   1.610557564E+05   0.000000000E+00  -1.500000314E+04   3.193221767E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114538E-01   0.000000000E+00
   2.540400000E+02   6.330107403E+02   0.000000000E+00   3.531567464E+01   0.000000000E+00  -5.765378694E-07   0.000000000E+00   1.610620963E+05   0.000000000E+00  -1.500000328E+04   3.193221782E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114539E-01   0.000000000E+00
   2.540500000E+02   6.330107336E+02   0.000000000E+00   3.531567444E+01   0.000000000E+00  -5.774045716E-07   0.000000000E+00   1.610684363E+05   0.000000000E+00  -1.500000342E+04   3.193221798E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114539E-01   0.000000000E+00
   2.540600000E+02   6.330107269E+02   0.000000000E+00   3.531567423E+01   0.000000000E+00  -5.782709636E-07   0.000000000E+00   1.610747762E+05   0.000000000E+00  -1.500000356E+04   3.193221813E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114540E-01   0.000000000E+00
   2.540700000E+02   6.330107202E+02   0.000000000E+00   3.531567403E+01   0.000000000E+00  -5.791370450E-07   0.000000000E+00   1.610811162E+05   0.000000000E+00  -1.500000370E+04   3.193221829E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114541E-01   0.000000000E+00
   2.540800000E+02   6.330107135E+02   0.000000000E+00   3.531567383E+01   0.000000000E+00  -5.800028155E-07   0.000000000E+00   1.610874561E+05   0.000000000E+00  -1.500000385E+04   3.193221844E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114542E-01   0.000000000E+00
   2.540900000E+02   6.330107068E+02   0.000000000E+00   3.531567363E+01   0.000000000E+00  -5.808682748E-07   0.000000000E+00   1.610937961E+05   0.000000000E+00  -1.500000399E+04   3.193221860E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114543E-01   0.000000000E+00
   2.541000000E+02   6.330107001E+02   0.000000000E+00   3.531567343E+01   0.000000000E+00  -5.817334226E-07   0.000000000E+00   1.611001360E+05   0.000000000E+00  -1.500000413E+04   3.193221875E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114543E-01   0.000000000E+00
   2.541100000E+02   6.330106934E+02   0.000000000E+00   3.531567322E+01   0.000000000E+00  -5.825982585E-07   0.000000000E+00   1.611064760E+05   0.000000000E+00  -1.500000427E+04   3.193221891E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114544E-01   0.000000000E+00
   2.541200000E+02   6.330106867E+02   0.000000000E+00   3.531567302E+01   0.000000000E+00  -5.834627822E-07   0.000000000E+00   1.611128159E+05   0.000000000E+00  -1.500000441E+04   3.193221906E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114545E-01   0.000000000E+00
   2.541300000E+02   6.330106800E+02   0.000000000E+00   3.531567282E+01   0.000000000E+00  -5.843269934E-07   0.000000000E+00   1.611191559E+05   0.000000000E+00  -1.500000455E+04   3.193221922E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114546E-01   0.000000000E+00
   2.541400000E+02   6.330106733E+02   0.000000000E+00   3.531567262E+01   0.000000000E+00  -5.851908918E-07   0.000000000E+00   1.611254958E+05   0.000000000E+00  -1.500000469E+04   3.193221937E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114547E-01   0.000000000E+00
   2.541500000E+02   6.330106666E+02   0.000000000E+00   3.531567242E+01   0.000000000E+00  -5.860544770E-07   0.000000000E+00   1.611318358E+05   0.000000000E+00  -1.500000483E+04   3.193221953E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114548E-01   0.000000000E+00
   2.541600000E+02   6.330106599E+02   0.000000000E+00   3.531567221E+01   0.000000000E+00  -5.869177487E-07   0.000000000E+00   1.611381757E+05   0.000000000E+00  -1.500000498E+04   3.193221968E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114548E-01   0.000000000E+00
   2.541700000E+02   6.330106532E+02   0.000000000E+00   3.531567201E+01   0.000000000E+00  -5.877807066E-07   0.000000000E+00   1.611445157E+05   0.000000000E+00  -1.500000512E+04   3.193221983E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114549E-01   0.000000000E+00
   2.541800000E+02   6.330106466E+02   0.000000000E+00   3.531567181E+01   0.000000000E+00  -5.886433504E-07   0.000000000E+00   1.611508556E+05   0.000000000E+00  -1.500000526E+04   3.193221999E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114550E-01   0.000000000E+00
   2.541900000E+02   6.330106399E+02   0.000000000E+00   3.531567161E+01   0.000000000E+00  -5.895056797E-07   0.000000000E+00   1.611571956E+05   0.000000000E+00  -1.500000540E+04   3.193222014E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114551E-01   0.000000000E+00
   2.542000000E+02   6.330106332E+02   0.000000000E+00   3.531567141E+01   0.000000000E+00  -5.903676943E-07   0.000000000E+00   1.611635355E+05   0.000000000E+00  -1.500000554E+04   3.193222030E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114552E-01   0.000000000E+00
   2.542100000E+02   6.330106265E+02   0.000000000E+00   3.531567121E+01   0.000000000E+00  -5.912293937E-07   0.000000000E+00   1.611698755E+05   0.000000000E+00  -1.500000568E+04   3.193222045E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114552E-01   0.000000000E+00
   2.542200000E+02   6.330106199E+02   0.000000000E+00   3.531567100E+01   0.000000000E+00  -5.920907777E-07   0.000000000E+00   1.611762154E+05   0.000000000E+00  -1.500000582E+04   3.193222061E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114553E-01   0.000000000E+00
   2.542300000E+02   6.330106132E+02   0.000000000E+00   3.531567080E+01   0.000000000E+00  -5.929518460E-07   0.000000000E+00   1.611825554E+05   0.000000000E+00  -1.500000596E+04   3.193222076E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114554E-01   0.000000000E+00
   2.542400000E+02   6.330106065E+02   0.000000000E+00   3.531567060E+01   0.000000000E+00  -5.938125982E-07   0.000000000E+00   1.611888953E+05   0.000000000E+00  -1.500000610E+04   3.193222091E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114555E-01   0.000000000E+00
   2.542500000E+02   6.330105999E+02   0.000000000E+00   3.531567040E+01   0.000000000E+00  -5.946730340E-07   0.000000000E+00   1.611952353E+05   0.000000000E+00  -1.500000624E+04   3.193222107E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114556E-01   0.000000000E+00
   2.542600000E+02   6.330105932E+02   0.000000000E+00   3.531567020E+01   0.000000000E+00  -5.955331531E-07   0.000000000E+00   1.612015752E+05   0.000000000E+00  -1.500000638E+04   3.193222122E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114557E-01   0.000000000E+00
   2.542700000E+02   6.330105866E+02   0.000000000E+00   3.531567000E+01   0.000000000E+00  -5.963929552E-07   0.000000000E+00   1.612079152E+05   0.000000000E+00  -1.500000652E+04   3.193222137E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114557E-01   0.000000000E+00
   2.542800000E+02   6.330105799E+02   0.000000000E+00   3.531566980E+01   0.000000000E+00  -5.972524399E-07   0.000000000E+00   1.612142551E+05   0.000000000E+00  -1.500000667E+04   3.193222153E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114558E-01   0.000000000E+00
   2.542900000E+02   6.330105733E+02   0.000000000E+00   3.531566960E+01   0.000000000E+00  -5.981116069E-07   0.000000000E+00   1.612205951E+05   0.000000000E+00  -1.500000681E+04   3.193222168E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114559E-01   0.000000000E+00
   2.543000000E+02   6.330105666E+02   0.000000000E+00   3.531566940E+01   0.000000000E+00  -5.989704559E-07   0.000000000E+00   1.612269350E+05   0.000000000E+00  -1.500000695E+04   3.193222183E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114560E-01   0.000000000E+00
   2.543100000E+02   6.330105600E+02   0.000000000E+00   3.531566920E+01   0.000000000E+00  -5.998289866E-07   0.000000000E+00   1.612332750E+05   0.000000000E+00  -1.500000709E+04   3.193222199E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114561E-01   0.000000000E+00
   2.543200000E+02   6.330105533E+02   0.000000000E+00   3.531566899E+01   0.000000000E+00  -6.006871986E-07   0.000000000E+00   1.612396149E+05   0.000000000E+00  -1.500000723E+04   3.193222214E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114562E-01   0.000000000E+00
   2.543300000E+02   6.330105467E+02   0.000000000E+00   3.531566879E+01   0.000000000E+00  -6.015450916E-07   0.000000000E+00   1.612459549E+05   0.000000000E+00  -1.500000737E+04   3.193222229E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114562E-01   0.000000000E+00
   2.543400000E+02   6.330105401E+02   0.000000000E+00   3.531566859E+01   0.000000000E+00  -6.024026654E-07   0.000000000E+00   1.612522948E+05   0.000000000E+00  -1.500000751E+04   3.193222245E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114563E-01   0.000000000E+00
   2.543500000E+02   6.330105334E+02   0.000000000E+00   3.531566839E+01   0.000000000E+00  -6.032599196E-07   0.000000000E+00   1.612586348E+05   0.000000000E+00  -1.500000765E+04   3.193222260E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114564E-01   0.000000000E+00
   2.543600000E+02   6.330105268E+02   0.000000000E+00   3.531566819E+01   0.000000000E+00  -6.041168538E-07   0.000000000E+00   1.612649747E+05   0.000000000E+00  -1.500000779E+04   3.193222275E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114565E-01   0.000000000E+00
   2.543700000E+02   6.330105202E+02   0.000000000E+00   3.531566799E+01   0.000000000E+00  -6.049734678E-07   0.000000000E+00   1.612713147E+05   0.000000000E+00  -1.500000793E+04   3.193222291E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114566E-01   0.000000000E+00
   2.543800000E+02   6.330105135E+02   0.000000000E+00   3.531566779E+01   0.000000000E+00  -6.058297612E-07   0.000000000E+00   1.612776546E+05   0.000000000E+00  -1.500000807E+04   3.193222306E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114567E-01   0.000000000E+00
   2.543900000E+02   6.330105069E+02   0.000000000E+00   3.531566759E+01   0.000000000E+00  -6.066857337E-07   0.000000000E+00   1.612839946E+05   0.000000000E+00  -1.500000821E+04   3.193222321E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114567E-01   0.000000000E+00
   2.544000000E+02   6.330105003E+02   0.000000000E+00   3.531566739E+01   0.000000000E+00  -6.075413850E-07   0.000000000E+00   1.612903345E+05   0.000000000E+00  -1.500000835E+04   3.193222337E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114568E-01   0.000000000E+00
   2.544100000E+02   6.330104937E+02   0.000000000E+00   3.531566719E+01   0.000000000E+00  -6.083967147E-07   0.000000000E+00   1.612966745E+05   0.000000000E+00  -1.500000849E+04   3.193222352E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114569E-01   0.000000000E+00
   2.544200000E+02   6.330104871E+02   0.000000000E+00   3.531566699E+01   0.000000000E+00  -6.092517226E-07   0.000000000E+00   1.613030144E+05   0.000000000E+00  -1.500000863E+04   3.193222367E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114570E-01   0.000000000E+00
   2.544300000E+02   6.330104805E+02   0.000000000E+00   3.531566679E+01   0.000000000E+00  -6.101064084E-07   0.000000000E+00   1.613093544E+05   0.000000000E+00  -1.500000877E+04   3.193222382E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114571E-01   0.000000000E+00
   2.544400000E+02   6.330104738E+02   0.000000000E+00   3.531566659E+01   0.000000000E+00  -6.109607716E-07   0.000000000E+00   1.613156943E+05   0.000000000E+00  -1.500000891E+04   3.193222398E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114572E-01   0.000000000E+00
   2.544500000E+02   6.330104672E+02   0.000000000E+00   3.531566639E+01   0.000000000E+00  -6.118148120E-07   0.000000000E+00   1.613220343E+05   0.000000000E+00  -1.500000905E+04   3.193222413E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114573E-01   0.000000000E+00
   2.544600000E+02   6.330104606E+02   0.000000000E+00   3.531566619E+01   0.000000000E+00  -6.126685293E-07   0.000000000E+00   1.613283742E+05   0.000000000E+00  -1.500000919E+04   3.193222428E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114573E-01   0.000000000E+00
   2.544700000E+02   6.330104540E+02   0.000000000E+00   3.531566599E+01   0.000000000E+00  -6.135219231E-07   0.000000000E+00   1.613347141E+05   0.000000000E+00  -1.500000933E+04   3.193222443E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114574E-01   0.000000000E+00
   2.544800000E+02   6.330104474E+02   0.000000000E+00   3.531566579E+01   0.000000000E+00  -6.143749932E-07   0.000000000E+00   1.613410541E+05   0.000000000E+00  -1.500000947E+04   3.193222459E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114575E-01   0.000000000E+00
   2.544900000E+02   6.330104408E+02   0.000000000E+00   3.531566560E+01   0.000000000E+00  -6.152277392E-07   0.000000000E+00   1.613473940E+05   0.000000000E+00  -1.500000961E+04   3.193222474E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114576E-01   0.000000000E+00
   2.545000000E+02   6.330104342E+02   0.000000000E+00   3.531566540E+01   0.000000000E+00  -6.160801607E-07   0.000000000E+00   1.613537340E+05   0.000000000E+00  -1.500000975E+04   3.193222489E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114577E-01   0.000000000E+00
   2.545100000E+02   6.330104276E+02   0.000000000E+00   3.531566520E+01   0.000000000E+00  -6.169322576E-07   0.000000000E+00   1.613600739E+05   0.000000000E+00  -1.500000989E+04   3.193222504E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114578E-01   0.000000000E+00
   2.545200000E+02   6.330104211E+02   0.000000000E+00   3.531566500E+01   0.000000000E+00  -6.177840294E-07   0.000000000E+00   1.613664139E+05   0.000000000E+00  -1.500001003E+04   3.193222519E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114579E-01   0.000000000E+00
   2.545300000E+02   6.330104145E+02   0.000000000E+00   3.531566480E+01   0.000000000E+00  -6.186354758E-07   0.000000000E+00   1.613727538E+05   0.000000000E+00  -1.500001017E+04   3.193222535E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114579E-01   0.000000000E+00
   2.545400000E+02   6.330104079E+02   0.000000000E+00   3.531566460E+01   0.000000000E+00  -6.194865966E-07   0.000000000E+00   1.613790938E+05   0.000000000E+00  -1.500001031E+04   3.193222550E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114580E-01   0.000000000E+00
   2.545500000E+02   6.330104013E+02   0.000000000E+00   3.531566440E+01   0.000000000E+00  -6.203373913E-07   0.000000000E+00   1.613854337E+05   0.000000000E+00  -1.500001045E+04   3.193222565E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114581E-01   0.000000000E+00
   2.545600000E+02   6.330103947E+02   0.000000000E+00   3.531566420E+01   0.000000000E+00  -6.211878597E-07   0.000000000E+00   1.613917737E+05   0.000000000E+00  -1.500001059E+04   3.193222580E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114582E-01   0.000000000E+00
   2.545700000E+02   6.330103882E+02   0.000000000E+00   3.531566400E+01   0.000000000E+00  -6.220380015E-07   0.000000000E+00   1.613981136E+05   0.000000000E+00  -1.500001073E+04   3.193222595E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114583E-01   0.000000000E+00
   2.545800000E+02   6.330103816E+02   0.000000000E+00   3.531566380E+01   0.000000000E+00  -6.228878164E-07   0.000000000E+00   1.614044536E+05   0.000000000E+00  -1.500001086E+04   3.193222610E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114584E-01   0.000000000E+00
   2.545900000E+02   6.330103750E+02   0.000000000E+00   3.531566361E+01   0.000000000E+00  -6.237373040E-07   0.000000000E+00   1.614107935E+05   0.000000000E+00  -1.500001100E+04   3.193222626E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114585E-01   0.000000000E+00
   2.546000000E+02   6.330103684E+02   0.000000000E+00   3.531566341E+01   0.000000000E+00  -6.245864639E-07   0.000000000E+00   1.614171335E+05   0.000000000E+00  -1.500001114E+04   3.193222641E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114585E-01   0.000000000E+00
   2.546100000E+02   6.330103619E+02   0.000000000E+00   3.531566321E+01   0.000000000E+00  -6.254352960E-07   0.000000000E+00   1.614234734E+05   0.000000000E+00  -1.500001128E+04   3.193222656E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114586E-01   0.000000000E+00
   2.546200000E+02   6.330103553E+02   0.000000000E+00   3.531566301E+01   0.000000000E+00  -6.262837999E-07   0.000000000E+00   1.614298134E+05   0.000000000E+00  -1.500001142E+04   3.193222671E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114587E-01   0.000000000E+00
   2.546300000E+02   6.330103488E+02   0.000000000E+00   3.531566281E+01   0.000000000E+00  -6.271319752E-07   0.000000000E+00   1.614361533E+05   0.000000000E+00  -1.500001156E+04   3.193222686E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114588E-01   0.000000000E+00
   2.546400000E+02   6.330103422E+02   0.000000000E+00   3.531566261E+01   0.000000000E+00  -6.279798217E-07   0.000000000E+00   1.614424933E+05   0.000000000E+00  -1.500001170E+04   3.193222701E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114589E-01   0.000000000E+00
   2.546500000E+02   6.330103357E+02   0.000000000E+00   3.531566242E+01   0.000000000E+00  -6.288273390E-07   0.000000000E+00   1.614488332E+05   0.000000000E+00  -1.500001184E+04   3.193222716E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114590E-01   0.000000000E+00
   2.546600000E+02   6.330103291E+02   0.000000000E+00   3.531566222E+01   0.000000000E+00  -6.296745268E-07   0.000000000E+00   1.614551732E+05   0.000000000E+00  -1.500001198E+04   3.193222731E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114591E-01   0.000000000E+00
   2.546700000E+02   6.330103226E+02   0.000000000E+00   3.531566202E+01   0.000000000E+00  -6.305213848E-07   0.000000000E+00   1.614615131E+05   0.000000000E+00  -1.500001212E+04   3.193222747E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114592E-01   0.000000000E+00
   2.546800000E+02   6.330103160E+02   0.000000000E+00   3.531566182E+01   0.000000000E+00  -6.313679127E-07   0.000000000E+00   1.614678530E+05   0.000000000E+00  -1.500001226E+04   3.193222762E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114592E-01   0.000000000E+00
   2.546900000E+02   6.330103095E+02   0.000000000E+00   3.531566162E+01   0.000000000E+00  -6.322141102E-07   0.000000000E+00   1.614741930E+05   0.000000000E+00  -1.500001240E+04   3.193222777E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114593E-01   0.000000000E+00
   2.547000000E+02   6.330103029E+02   0.000000000E+00   3.531566143E+01   0.000000000E+00  -6.330599769E-07   0.000000000E+00   1.614805329E+05   0.000000000E+00  -1.500001253E+04   3.193222792E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114594E-01   0.000000000E+00
   2.547100000E+02   6.330102964E+02   0.000000000E+00   3.531566123E+01   0.000000000E+00  -6.339055126E-07   0.000000000E+00   1.614868729E+05   0.000000000E+00  -1.500001267E+04   3.193222807E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114595E-01   0.000000000E+00
   2.547200000E+02   6.330102899E+02   0.000000000E+00   3.531566103E+01   0.000000000E+00  -6.347507168E-07   0.000000000E+00   1.614932128E+05   0.000000000E+00  -1.500001281E+04   3.193222822E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114596E-01   0.000000000E+00
   2.547300000E+02   6.330102833E+02   0.000000000E+00   3.531566083E+01   0.000000000E+00  -6.355955894E-07   0.000000000E+00   1.614995528E+05   0.000000000E+00  -1.500001295E+04   3.193222837E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114597E-01   0.000000000E+00
   2.547400000E+02   6.330102768E+02   0.000000000E+00   3.531566064E+01   0.000000000E+00  -6.364401300E-07   0.000000000E+00   1.615058927E+05   0.000000000E+00  -1.500001309E+04   3.193222852E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114598E-01   0.000000000E+00
   2.547500000E+02   6.330102703E+02   0.000000000E+00   3.531566044E+01   0.000000000E+00  -6.372843382E-07   0.000000000E+00   1.615122327E+05   0.000000000E+00  -1.500001323E+04   3.193222867E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114599E-01   0.000000000E+00
   2.547600000E+02   6.330102638E+02   0.000000000E+00   3.531566024E+01   0.000000000E+00  -6.381282138E-07   0.000000000E+00   1.615185726E+05   0.000000000E+00  -1.500001337E+04   3.193222882E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114600E-01   0.000000000E+00
   2.547700000E+02   6.330102572E+02   0.000000000E+00   3.531566004E+01   0.000000000E+00  -6.389717565E-07   0.000000000E+00   1.615249126E+05   0.000000000E+00  -1.500001351E+04   3.193222897E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114600E-01   0.000000000E+00
   2.547800000E+02   6.330102507E+02   0.000000000E+00   3.531565985E+01   0.000000000E+00  -6.398149659E-07   0.000000000E+00   1.615312525E+05   0.000000000E+00  -1.500001364E+04   3.193222912E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114601E-01   0.000000000E+00
   2.547900000E+02   6.330102442E+02   0.000000000E+00   3.531565965E+01   0.000000000E+00  -6.406578417E-07   0.000000000E+00   1.615375925E+05   0.000000000E+00  -1.500001378E+04   3.193222927E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114602E-01   0.000000000E+00
   2.548000000E+02   6.330102377E+02   0.000000000E+00   3.531565945E+01   0.000000000E+00  -6.415003836E-07   0.000000000E+00   1.615439324E+05   0.000000000E+00  -1.500001392E+04   3.193222942E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114603E-01   0.000000000E+00
   2.548100000E+02   6.330102312E+02   0.000000000E+00   3.531565926E+01   0.000000000E+00  -6.423425913E-07   0.000000000E+00   1.615502723E+05   0.000000000E+00  -1.500001406E+04   3.193222957E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114604E-01   0.000000000E+00
   2.548200000E+02   6.330102247E+02   0.000000000E+00   3.531565906E+01   0.000000000E+00  -6.431844645E-07   0.000000000E+00   1.615566123E+05   0.000000000E+00  -1.500001420E+04   3.193222972E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114605E-01   0.000000000E+00
   2.548300000E+02   6.330102182E+02   0.000000000E+00   3.531565886E+01   0.000000000E+00  -6.440260029E-07   0.000000000E+00   1.615629522E+05   0.000000000E+00  -1.500001434E+04   3.193222987E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114606E-01   0.000000000E+00
   2.548400000E+02   6.330102117E+02   0.000000000E+00   3.531565867E+01   0.000000000E+00  -6.448672061E-07   0.000000000E+00   1.615692922E+05   0.000000000E+00  -1.500001447E+04   3.193223002E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114607E-01   0.000000000E+00
   2.548500000E+02   6.330102052E+02   0.000000000E+00   3.531565847E+01   0.000000000E+00  -6.457080738E-07   0.000000000E+00   1.615756321E+05   0.000000000E+00  -1.500001461E+04   3.193223017E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114608E-01   0.000000000E+00
   2.548600000E+02   6.330101987E+02   0.000000000E+00   3.531565827E+01   0.000000000E+00  -6.465486058E-07   0.000000000E+00   1.615819721E+05   0.000000000E+00  -1.500001475E+04   3.193223032E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   9.996114609E-01   0.000000000E+00
